21;155.27;0
16;215.43;0
20;204.23;0
22;139.53;0
17;211.02;0
17;207.43;1
16;214.53;1
19;201.9;1
20;193.07;1
22;135.4;1
21;147.77;1
17;206.5;2
16;214.27;2
20;191.87;2
21;147.08;2
19;200.1;2
22;94.97;2
16;212.47;3
17;205.43;3
19;190.7;3
22;93.83;3
21;143.48;3
20;186.28;3
17;200.17;4
21;136.2;4
15;212.2;4
19;189.8;4
20;185.9;4
22;55.0;4
16;208.68;4
18;187.93;5
17;198.27;5
15;211.3;5
20;182.7;5
22;49.73;5
21;135.03;5
16;206.88;5
21;132.2;6
17;196.9;6
16;205.1;6
20;175.25;6
16;204.27;7
20;172.17;7
17;196.27;7
21;131.43;7
19;174.7;7
20;165.47;8
16;203.37;8
18;172.95;8
19;171.92;8
21;125.6;8
17;192.68;8
17;187.68;9
16;203.3;9
19;169.7;9
20;164.83;9
21;122.87;9
18;172.5;9
16;202.7;10
20;162.95;10
17;187.0;10
18;171.82;10
21;99.47;10
16;201.43;11
20;162.52;11
21;85.57;11
18;168.22;11
17;186.47;11
19;162.37;12
16;197.1;12
17;185.73;12
15;197.68;12
21;78.2;12
18;166.4;12
20;161.9;12
17;184.8;13
16;196.47;13
18;164.43;13
20;157.12;13
21;77.6;13
19;160.13;13
17;181.7;14
16;196.2;14
18;162.4;14
20;154.02;14
21;71.9;14
19;159.9;14
16;195.02;15
21;69.13;15
20;152.1;15
19;159.7;15
14;195.35;15
18;161.33;15
17;180.93;15
18;161.13;16
16;194.57;16
17;178.57;16
20;150.72;16
19;159.52;16
21;68.43;16
17;177.7;17
20;150.52;17
21;61.6;17
18;160.65;17
16;194.43;17
19;156.87;17
17;177.2;18
16;192.77;18
21;61.0;18
18;159.77;18
14;193.55;18
19;155.67;18
20;148.33;18
17;176.52;19
16;188.5;19
21;36.87;19
18;158.03;19
19;154.73;19
15;192.1;19
20;147.85;19
17;174.48;20
19;154.1;20
16;187.88;20
15;191.28;20
20;146.4;20
21;34.88;20
18;157.8;20
16;187.1;21
17;174.33;21
18;157.05;21
19;152.7;21
15;190.3;21
20;143.4;21
21;22.83;21
17;174.33;22
18;156.93;22
21;21.88;22
20;142.03;22
14;189.63;22
16;187.02;22
15;187.13;22
19;152.3;22
21;9.83;23
20;139.62;23
16;185.37;23
18;156.17;23
19;152.27;23
15;186.52;23
17;171.62;23
16;185.35;24
20;136.13;24
15;186.37;24
19;152.2;24
18;156.0;24
17;170.17;24
17;169.77;25
15;184.77;25
18;155.62;25
16;184.43;25
19;151.17;25
14;184.8;25
20;136.03;25
16;183.55;26
19;149.52;26
17;169.65;26
20;131.7;26
15;184.62;26
18;155.6;26
17;169.48;27
18;154.77;27
15;183.75;27
16;183.33;27
20;129.8;27
19;148.97;27
17;169.35;28
15;183.53;28
20;129.7;28
16;183.27;28
19;148.4;28
18;154.17;28
20;129.15;29
16;183.07;29
14;183.1;29
18;153.48;29
19;145.3;29
11;183.23;29
17;168.37;29
20;129.03;30
15;182.97;30
16;182.9;30
19;142.8;30
14;183.0;30
17;168.13;30
18;153.0;30
18;151.52;31
17;168.03;31
20;128.8;31
15;182.77;31
19;141.8;31
16;182.02;31
11;182.7;32
18;151.02;32
19;141.75;32
17;167.68;32
15;182.1;32
20;125.4;32
16;181.6;32
20;125.2;33
18;150.0;33
11;182.3;33
17;165.88;33
15;181.92;33
19;141.7;33
16;180.82;33
11;181.23;34
20;124.5;34
15;180.35;34
17;164.35;34
18;149.88;34
14;180.43;34
16;179.47;34
19;141.68;34
18;148.8;35
14;180.4;35
10;180.83;35
20;122.47;35
17;164.08;35
15;180.3;35
16;178.73;35
19;141.6;35
20;121.6;36
19;140.93;36
16;178.47;36
17;163.6;36
10;180.3;36
18;148.6;36
15;179.35;36
18;147.27;37
17;163.37;37
20;119.13;37
15;179.27;37
19;140.32;37
16;177.57;37
18;146.7;38
17;161.85;38
20;115.73;38
16;176.45;38
15;178.82;38
19;139.9;38
15;178.77;39
17;161.75;39
20;114.55;39
19;139.2;39
16;176.1;39
18;146.33;39
18;145.77;40
16;176.03;40
17;161.67;40
14;178.63;40
15;177.47;40
19;138.45;40
20;114.47;40
18;145.3;41
17;160.77;41
16;175.93;41
20;112.53;41
14;178.02;41
19;138.15;41
15;177.13;41
14;177.6;42
20;112.13;42
16;175.47;42
15;175.97;42
17;160.2;42
19;138.0;42
18;145.3;42
17;158.77;43
20;107.77;43
15;175.33;43
19;137.8;43
16;175.13;43
18;145.0;43
14;177.5;43
18;144.77;44
14;176.7;44
16;174.98;44
17;157.43;44
20;106.9;44
19;137.4;44
18;144.52;45
14;176.22;45
19;137.2;45
17;156.97;45
16;174.77;45
20;83.9;45
19;136.0;46
20;82.08;46
16;173.27;46
15;174.6;46
18;143.88;46
17;156.43;46
14;175.67;46
16;172.27;47
14;173.95;47
12;174.17;47
19;135.7;47
18;143.8;47
15;173.7;47
17;155.63;47
20;80.1;47
15;173.53;48
17;154.63;48
19;135.47;48
16;171.92;48
18;143.6;48
20;79.9;48
17;154.6;49
19;135.13;49
18;143.1;49
15;173.2;49
20;79.0;49
16;171.13;49
18;142.77;50
16;170.43;50
19;135.1;50
17;154.53;50
20;78.77;50
15;173.18;50
17;154.43;51
19;134.7;51
15;173.07;51
16;170.43;51
20;78.57;51
18;142.6;51
18;142.53;52
15;172.0;52
16;170.23;52
20;75.0;52
17;153.83;52
19;133.2;52
17;153.77;53
15;171.6;53
19;133.07;53
16;170.03;53
20;73.73;53
18;142.5;53
16;168.77;54
15;171.43;54
17;153.18;54
19;132.1;54
20;70.9;54
18;142.2;54
14;171.2;55
17;152.8;55
19;132.0;55
16;168.73;55
11;171.28;55
20;69.07;55
18;141.8;55
15;171.13;55
17;152.33;56
15;171.1;56
16;168.3;56
19;131.57;56
20;68.43;56
18;141.7;56
19;131.53;57
12;170.33;57
15;170.3;57
16;168.07;57
18;141.43;57
17;152.03;57
20;63.23;57
16;167.78;58
17;150.17;58
20;62.55;58
15;170.25;58
19;130.87;58
18;140.28;58
17;150.17;59
18;140.2;59
19;130.6;59
16;167.53;59
15;170.2;59
20;62.08;59
14;169.67;60
17;149.93;60
11;169.87;60
15;169.6;60
19;130.53;60
18;140.0;60
20;59.87;60
16;166.68;60
14;169.4;61
19;130.13;61
15;169.18;61
16;166.48;61
20;58.95;61
17;149.8;61
18;139.47;61
18;139.45;62
17;149.6;62
20;57.13;62
14;169.17;62
16;166.43;62
15;168.8;62
19;129.97;62
19;129.87;63
14;169.1;63
16;166.33;63
15;168.62;63
17;149.4;63
20;55.37;63
18;139.0;63
19;129.6;64
20;54.3;64
18;138.8;64
15;168.58;64
17;149.2;64
